Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
144,Denise Schultz,michaelpratt@gmail.com,001-483-186-2781x43479,Waterproof Shoes,3,2917,8751,2023-09-28,Monsoon,4,549,2917.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
145,Tammy Elliott,carla93@hotmail.com,001-201-834-4756,Loafers,3,721,2163,2025-10-07,Autumn,3,-191,721.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
146,Terry Meyers,matthewwheeler@williams.net,(431)462-0115x6585,Jeans,2,1941,3882,2024-03-12,Spring,2,383,1941.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
147,Mary Sullivan,jose12@hotmail.com,+1-340-225-1518x5956,Boots,3,3105,9315,2023-12-10,Winter,1,476,3105.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
148,Krista House,mirandamichelle@gmail.com,320-716-7624x8686,Umbrella,5,4222,21110,2025-08-08,Monsoon,4,-131,4222.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
149,Sean Mcdowell,johnpowell@fowler.com,001-253-177-8772x410,Scarf,2,2776,5552,2024-01-22,Winter,1,433,2776.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
150,Nicole Reyes,brian54@hotmail.com,(326)120-1215,Tank Top,3,4336,13008,2024-06-15,Summer,0,288,4336.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
151,Darren Burnett,johnstevens@obrien-perez.com,3137910786,Scarf,3,4369,13107,2023-02-21,Winter,1,768,4369.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
152,Christopher Meyer,uwashington@hicks-barajas.info,608-061-5044x932,Blazer,2,2984,5968,2024-09-16,Autumn,3,195,2984.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
153,Rebecca Mcclain,andrewhudson@hotmail.com,+1-264-447-8532x009,Raincoat,5,1080,5400,2024-08-03,Monsoon,4,239,1080.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
154,Larry Thomas,andrewsbrianna@pham.net,(373)164-3662,Boots,2,3788,7576,2023-12-28,Winter,1,458,3788.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
155,Samuel Malone,scurtis@wong-duncan.info,879.426.6938,Sneakers,1,500,500,2024-04-13,Spring,2,351,500.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
156,Ronald Tucker,jaygreene@barry-brown.info,375.884.8730x28317,Scarf,3,1646,4938,2024-02-21,Winter,1,403,1646.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
157,Robert Davis,rebecca68@cruz.com,010-153-0018x10081,T-Shirt,5,4832,24160,2024-03-23,Spring,2,372,4832.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
158,Megan Reed,kellerryan@yahoo.com,846-797-5953x551,Raincoat,3,1040,3120,2023-09-15,Monsoon,4,562,1040.0,2,Lost Customers,Re-engagement Emails & Offers
159,Mr. Michael Schultz,danielle85@holder-donaldson.org,5775580339,Boots,1,3934,3934,2023-01-24,Winter,1,796,3934.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
160,Sarah Miller,jessicahill@anthony-vincent.net,866.927.6808x3084,Jacket,4,1082,4328,2024-02-26,Winter,1,398,1082.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
161,Elizabeth Hampton,pamela72@williams.net,396.984.3429,Boots,1,3653,3653,2024-01-17,Winter,1,438,3653.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
162,Cynthia Smith,oterrell@gmail.com,924.514.3501x56667,Cardigan,2,3483,6966,2024-10-02,Autumn,3,179,3483.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
163,Amanda Jones,williamsmatthew@yahoo.com,+1-777-199-5889x25937,Umbrella,2,4189,8378,2024-09-28,Monsoon,4,183,4189.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
164,Eric Dennis,amy39@massey.com,321-393-0732,Shorts,5,3586,17930,2023-08-23,Summer,0,585,3586.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
165,Lauren Smith,allendarin@hotmail.com,+1-163-621-2666x942,Sneakers,4,2759,11036,2023-04-23,Spring,2,707,2759.0,2,Lost Customers,Re-engagement Emails & Offers
166,Alex Warren,joan62@hotmail.com,8521847384,Waterproof Shoes,5,3386,16930,2023-08-04,Monsoon,4,604,3386.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
167,Kaitlyn Ferguson,jamescain@hall-collins.biz,001-502-383-1475,Blazer,1,4267,4267,2023-11-28,Autumn,3,488,4267.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
168,Christopher Nichols,schmidtdavid@douglas.com,001-538-253-8739x884,Sandals,5,849,4245,2023-06-20,Summer,0,649,849.0,2,Lost Customers,Re-engagement Emails & Offers
169,Edwin Williams,kevin05@owens-ortiz.com,743-046-3499,Sweater,2,1316,2632,2024-02-14,Winter,1,410,1316.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
170,Mary Molina,amandamontes@campbell.info,735-462-0120x28314,Shorts,2,3502,7004,2024-06-25,Summer,0,278,3502.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
171,Arthur Johnston,vrojas@lopez-sanders.com,+1-113-342-0931x86000,Loafers,2,1381,2762,2024-10-20,Autumn,3,161,1381.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
172,Jacqueline Wilson,margaretryan@gmail.com,883.305.9708,Loafers,3,2675,8025,2023-11-06,Autumn,3,510,2675.0,2,Lost Customers,Re-engagement Emails & Offers
173,Lauren Smith,williamjones@hotmail.com,(370)982-1697x290,Sandals,3,1662,4986,2024-06-04,Summer,0,299,1662.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
174,Brittany Jones,stephenwillis@lawrence.com,001-772-001-9028,Jeans,4,1688,6752,2024-05-28,Spring,2,306,1688.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
175,Lori Mack,lisa84@perry-alvarado.net,+1-843-334-4664,Full-Sleeve Shirt,1,4494,4494,2024-11-07,Autumn,3,143,4494.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
176,Thomas Russell,amandawilson@hotmail.com,852.203.0433x863,Cardigan,2,621,1242,2024-10-24,Autumn,3,157,621.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
177,Jeffrey Cain,andrewandrews@lawrence.com,+1-773-034-3118x648,Scarf,4,3486,13944,2024-12-27,Winter,1,93,3486.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
178,Mark Gibson,kelsey58@davis-martin.com,368-039-8738x1081,Full-Sleeve Shirt,3,4566,13698,2024-11-19,Autumn,3,131,4566.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
179,Sarah Keith,brendastephens@ayers.info,068.713.4194x9773,T-Shirt,4,2628,10512,2023-05-07,Spring,2,693,2628.0,2,Lost Customers,Re-engagement Emails & Offers
180,Samantha Mcdowell,vjones@perez.com,322.239.5989x865,Blazer,5,1357,6785,2024-10-19,Autumn,3,162,1357.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
181,Ryan Duncan,nicholas48@gmail.com,001-922-352-9337x558,Blazer,2,2818,5636,2023-11-04,Autumn,3,512,2818.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
182,Ashley Little,chamberstravis@woodard.com,784-014-4400x835,Sneakers,2,1174,2348,2023-03-14,Spring,2,747,1174.0,2,Lost Customers,Re-engagement Emails & Offers
183,Brianna Sanders,hjackson@gmail.com,+1-736-428-3288x56732,Shorts,3,2027,6081,2023-06-25,Summer,0,644,2027.0,2,Lost Customers,Re-engagement Emails & Offers
184,Nicole Spencer,johnhenderson@howell-scott.net,862-555-0574,Sneakers,1,3139,3139,2023-05-09,Spring,2,691,3139.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
185,Marcus Patton,rwheeler@hotmail.com,1338068104,Cardigan,1,4583,4583,2024-09-11,Autumn,3,200,4583.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
186,Melissa Walker,john32@hotmail.com,657-624-6903,Tank Top,2,2662,5324,2024-07-04,Summer,0,269,2662.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
187,Ryan Lee,mary73@hotmail.com,(739)954-2803,Waterproof Shoes,2,3132,6264,2024-07-08,Monsoon,4,265,3132.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
188,James Hutchinson,sarahlee@mercer.com,3982342912,Blazer,5,2554,12770,2023-09-28,Autumn,3,549,2554.0,2,Lost Customers,Re-engagement Emails & Offers
189,Jessica Smith,adam58@stewart.com,731.597.9729x09140,Full-Sleeve Shirt,1,1901,1901,2024-10-01,Autumn,3,180,1901.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
190,Angela King,jjohnson@wright-chavez.com,001-102-461-4550x79794,Cardigan,4,4886,19544,2023-09-13,Autumn,3,564,4886.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
191,Luis Carlson,katherine48@garza.info,536-111-6837,Boots,1,4404,4404,2023-01-11,Winter,1,809,4404.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
192,Brandon Beasley,hallamanda@parker-schwartz.com,001-993-044-7067x265,Loafers,3,3057,9171,2024-10-13,Autumn,3,168,3057.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
193,Paige Graham,justinsullivan@hamilton.com,(208)956-7973x4984,Raincoat,5,3016,15080,2023-06-24,Monsoon,4,645,3016.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
194,Alejandro Evans,sherithomas@pena-reid.com,493-944-1911,T-Shirt,2,3172,6344,2023-03-28,Spring,2,733,3172.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
195,Carl Warner,varcher@yahoo.com,679-168-0404,Sweater,1,1615,1615,2023-02-26,Winter,1,763,1615.0,2,Lost Customers,Re-engagement Emails & Offers
196,Kristine Martinez,turnercharles@hotmail.com,(533)067-6414x75294,Waterproof Shoes,4,1360,5440,2024-09-22,Monsoon,4,189,1360.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
197,Edward Ellison,wrightjeffery@hotmail.com,491.379.9712x83918,Cardigan,3,4811,14433,2024-11-08,Autumn,3,142,4811.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
198,Ryan Moore,kathleen00@zimmerman.biz,(506)748-1189x90292,Sneakers,3,1498,4494,2024-04-23,Spring,2,341,1498.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
199,Stephanie Fischer,ochoakenneth@yahoo.com,(576)262-5482,Loafers,2,2002,4004,2025-09-27,Autumn,3,-181,2002.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
200,Nicole Lewis,timothyortega@hotmail.com,0622363819,Shorts,5,3899,19495,2023-06-28,Summer,0,641,3899.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
201,Tracy Ford,powellzachary@gmail.com,(500)369-0893x29575,Jeans,1,1735,1735,2024-04-17,Spring,2,347,1735.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
202,Anna Berg,ericksongary@walker.com,9715570728,Sneakers,2,2803,5606,2024-05-24,Spring,2,310,2803.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
203,Ms. Brooke Petersen,sarahlawson@bautista-anthony.net,029-229-3588x8380,Loafers,5,2525,12625,2024-11-07,Autumn,3,143,2525.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
204,Amanda Clark,smithwayne@gmail.com,256-607-9591,Blazer,4,3753,15012,2023-10-21,Autumn,3,526,3753.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
205,Christy Miller,mreynolds@martin.com,001-760-851-1074x7248,Light Jacket,2,970,1940,2024-05-15,Spring,2,319,970.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
206,Holly Mcfarland,thomassmith@gmail.com,001-718-478-2707x47436,Light Jacket,1,671,671,2023-04-21,Spring,2,709,671.0,2,Lost Customers,Re-engagement Emails & Offers
207,Kenneth Prince,qford@rogers.com,+1-559-892-5269x044,Sweater,1,2936,2936,2024-01-09,Winter,1,446,2936.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
208,Christopher Rubio,turnercindy@carpenter.com,(345)237-7711,Full-Sleeve Shirt,3,1001,3003,2023-10-13,Autumn,3,534,1001.0,2,Lost Customers,Re-engagement Emails & Offers
209,Dylan Johnson,woodmatthew@hotmail.com,266.039.4931x13384,Light Jacket,5,2650,13250,2023-04-11,Spring,2,719,2650.0,2,Lost Customers,Re-engagement Emails & Offers
210,Peter Banks,kelli05@hensley-mitchell.info,231.680.4449x1876,Sandals,4,4337,17348,2024-08-20,Summer,0,222,4337.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
211,Becky Goodwin,jthompson@hotmail.com,+1-434-124-9790,T-Shirt,4,930,3720,2024-03-22,Spring,2,373,930.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
212,Lori Reed,matthewclements@marshall.com,(512)859-7240x864,Sweater,4,2246,8984,2023-12-20,Winter,1,466,2246.0,2,Lost Customers,Re-engagement Emails & Offers
213,Jonathan Garcia,zachary62@hotmail.com,+1-204-086-5378x294,Loafers,5,2807,14035,2024-10-17,Autumn,3,164,2807.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
214,Robert Copeland,mitchellkevin@hotmail.com,968-306-0259,Sunglasses,1,2078,2078,2023-08-03,Summer,0,605,2078.0,2,Lost Customers,Re-engagement Emails & Offers
215,Angela Henderson,danastevens@gmail.com,531.850.4558,Raincoat,2,3027,6054,2023-09-25,Monsoon,4,552,3027.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
216,Andrew Irwin,russellreilly@yahoo.com,(007)206-3212x77785,Sweater,4,2567,10268,2024-12-11,Winter,1,109,2567.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
217,Sandra Wilson,john93@hotmail.com,+1-767-651-6686x512,Shorts,2,3839,7678,2024-08-01,Summer,0,241,3839.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
218,Mary Swanson,leonardwatson@hotmail.com,(021)750-8200x0144,Full-Sleeve Shirt,5,2223,11115,2025-09-08,Autumn,3,-162,2223.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
219,Michael Davis,martinezcynthia@parker.com,8152724857,Sweater,1,2288,2288,2023-12-12,Winter,1,474,2288.0,2,Lost Customers,Re-engagement Emails & Offers
220,Traci Little,charlottedixon@miller.com,1082299274,Umbrella,3,3093,9279,2023-06-23,Monsoon,4,646,3093.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
221,Diana Barrett,ovillarreal@ward.com,001-354-936-2682,Sunglasses,5,1821,9105,2023-07-24,Summer,0,615,1821.0,2,Lost Customers,Re-engagement Emails & Offers
222,Kristie Sullivan,wendyholmes@grant.com,542.633.1039x1641,Raincoat,4,3227,12908,2024-09-16,Monsoon,4,195,3227.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
223,Kelly Rodriguez,campbelldiana@lawson.com,+1-405-976-3999x6178,Tank Top,3,998,2994,2024-07-19,Summer,0,254,998.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
224,Jessica Acevedo,clarkjustin@gmail.com,(343)093-3584x85947,Light Jacket,2,3395,6790,2023-04-20,Spring,2,710,3395.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
225,Barry Norris,james45@yahoo.com,001-693-819-5352,Waterproof Shoes,3,1315,3945,2024-07-16,Monsoon,4,257,1315.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
226,Lindsay Cooley,emily17@rodriguez.com,371-973-7188,Sandals,1,3698,3698,2023-08-21,Summer,0,587,3698.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
227,Jordan Ortega,bakerapril@hotmail.com,004-864-7811x98376,Tank Top,3,1862,5586,2024-08-07,Summer,0,235,1862.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
228,Dawn Andrews,kmiller@gmail.com,(501)891-0253x7434,Full-Sleeve Shirt,5,2736,13680,2024-10-10,Autumn,3,171,2736.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
229,William Barnes,tgraham@luna-kidd.info,001-041-559-2218x685,Raincoat,5,3950,19750,2024-06-11,Monsoon,4,292,3950.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
230,Robert Jackson,tony57@lewis.net,357.974.1290x983,Sneakers,5,1686,8430,2024-05-04,Spring,2,330,1686.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
231,Dalton Daniels,bradfordjill@watson.com,470.785.9027,Sneakers,3,2255,6765,2024-04-28,Spring,2,336,2255.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
232,Tiffany Lawson,fburgess@mooney-little.com,(016)703-5671,Jacket,4,4039,16156,2023-01-03,Winter,1,817,4039.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
233,Jillian Bryant,eringonzalez@hotmail.com,001-106-707-3516,Scarf,4,4591,18364,2024-01-19,Winter,1,436,4591.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
234,Nathan Hansen,zcarey@mack-meyer.com,001-786-752-6965x4395,Sneakers,5,3597,17985,2023-03-26,Spring,2,735,3597.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
235,Nancy Stokes,smithdestiny@yahoo.com,+1-262-229-5377x92353,Boots,3,1875,5625,2023-01-07,Winter,1,813,1875.0,2,Lost Customers,Re-engagement Emails & Offers
236,Heather Houston,zcook@moore.com,959-610-6332,Umbrella,4,2896,11584,2024-09-27,Monsoon,4,184,2896.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
237,Patricia Mann,timothychen@yahoo.com,078-399-0584x53905,Loafers,3,3215,9645,2023-10-02,Autumn,3,545,3215.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
238,Ms. Stacey Day,mckenzietran@davis.org,922.677.2151x0987,T-Shirt,2,1347,2694,2023-05-09,Spring,2,691,1347.0,2,Lost Customers,Re-engagement Emails & Offers
239,Matthew Torres,scottstacey@franklin-johnson.com,220-678-8235,Full-Sleeve Shirt,3,3238,9714,2024-09-23,Autumn,3,188,3238.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
240,Nicole Schwartz,greenkristine@bryant.com,105-380-1551x962,Umbrella,2,4464,8928,2025-07-26,Monsoon,4,-118,4464.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
241,Glenn Morton,ian37@yahoo.com,+1-670-428-8430x59375,Umbrella,2,851,1702,2024-07-15,Monsoon,4,258,851.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
242,Robert Johnson,ian08@roberts.org,372.101.4310x56790,Umbrella,3,3643,10929,2024-06-07,Monsoon,4,296,3643.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
243,Michael Johnson,amandagallegos@yahoo.com,(083)091-4015,Sneakers,1,1839,1839,2023-03-09,Spring,2,752,1839.0,2,Lost Customers,Re-engagement Emails & Offers
244,Brian Bonilla,clopez@gmail.com,+1-242-504-7462x9759,Full-Sleeve Shirt,5,1521,7605,2025-11-11,Autumn,3,-226,1521.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
245,Erin Fitzgerald,dhill@mejia.com,091.640.2094,Full-Sleeve Shirt,3,784,2352,2024-10-21,Autumn,3,160,784.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
246,Hannah Smith,mhorn@hotmail.com,001-494-834-3124x48329,Tank Top,4,2820,11280,2024-06-08,Summer,0,295,2820.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
247,Marc Byrd,alexanderblackwell@yahoo.com,905-129-3928,Loafers,1,2976,2976,2024-09-03,Autumn,3,208,2976.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
248,Carla Gates,sandrabaldwin@sosa.com,(554)567-4787x0367,Sandals,1,4439,4439,2023-07-16,Summer,0,623,4439.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
249,Samantha Cobb,popedanielle@jones.com,+1-131-518-7787x1231,Sneakers,3,1153,3459,2024-04-15,Spring,2,349,1153.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
250,William Rodriguez,sharonsmith@hotmail.com,601-705-1908x21016,Raincoat,5,4409,22045,2025-06-28,Monsoon,4,-90,4409.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
251,Jasmine Franklin,cassandraevans@gmail.com,301.953.6135x19908,Scarf,2,814,1628,2024-12-03,Winter,1,117,814.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
252,Lee Gardner,michelleramirez@hotmail.com,001-740-655-1809,Sneakers,4,2625,10500,2023-03-20,Spring,2,741,2625.0,2,Lost Customers,Re-engagement Emails & Offers
253,Alexander Lopez,james08@murphy.com,(070)006-5969x025,Light Jacket,2,4868,9736,2023-03-12,Spring,2,749,4868.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
254,Susan Thompson,garciachristian@lopez.info,487.626.0037x4893,Raincoat,1,1292,1292,2024-07-19,Monsoon,4,254,1292.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
255,Kaylee Robinson,whitneyallen@mckenzie-little.com,001-771-647-6982x46004,Sneakers,2,2019,4038,2023-04-12,Spring,2,718,2019.0,2,Lost Customers,Re-engagement Emails & Offers
256,Christy Harper,clarkmaria@hotmail.com,(290)420-3748,Blazer,3,3191,9573,2023-09-15,Autumn,3,562,3191.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
257,Regina Moore,wkeller@hill.com,139.533.5234x4576,Umbrella,2,1618,3236,2024-07-11,Monsoon,4,262,1618.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
258,Jenna Peterson,jasmine97@gmail.com,828.394.1996,Sneakers,1,3075,3075,2024-04-19,Spring,2,345,3075.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
259,Ann Johnson,zpark@yahoo.com,+1-804-647-2334,Sneakers,3,1431,4293,2025-03-14,Spring,2,16,1431.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
260,Jerry Simmons,heatherwalsh@gmail.com,144.834.2115x644,Raincoat,2,1039,2078,2024-06-06,Monsoon,4,297,1039.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
261,Brian Velez,martha36@watson-johnson.com,(888)913-3828x87622,Scarf,1,538,538,2023-01-23,Winter,1,797,538.0,2,Lost Customers,Re-engagement Emails & Offers
262,Victoria Martin,smithdustin@gmail.com,498.526.9620x30200,Raincoat,1,3102,3102,2023-07-12,Monsoon,4,627,3102.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
263,Nathan Mathews,stephaniemartinez@webb.info,920-337-5463,Waterproof Shoes,2,891,1782,2023-07-12,Monsoon,4,627,891.0,2,Lost Customers,Re-engagement Emails & Offers
264,Heidi Hill,adam27@hotmail.com,(299)321-2733,Sneakers,1,3250,3250,2024-04-23,Spring,2,341,3250.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
